OBJECTID,BUSLIC_LOCATION_ID,DEA_FACILITY_ADDRESS,DEA_STALLS,FAC_NAME,HRS_MONFRI,HRS_SAT,HRS_SUN,FAC_TYPE,RTE_1HR,RTE_2HR,RTE_3HR,RTE_ALLDAY,DISABLED,OP_NAME,OP_PHONE,OP_PHONE2,OP_WEB,PAYMENT_TYPE,OTHER,WEBNAME,REGIONID,OUTOFSERV,VACANT,STATUS,DATETIME,SHAPE,SIGNID
5227,4537,"800 7TH AV, SEATTLE, WA   98104",402,First Hill Lot #32,6am-6pm,Self park location,Self park location,SURFACE LOT,5,5,,10,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.606410836000066, -122.32812113699998)",
5228,593947,"314 QUEEN ANNE AV N, SEATTLE, WA   98109",28,,,,,SURFACE LOT,,,,,,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.621438942000054, -122.35635992899995)",
5229,165552,"601 UNION ST, SEATTLE, WA   98101",1031,Union Square Garage,6am-12am,8am-1am,10am-12am,GARAGE,8,14,,28,,Standard,(206) 447-5664,,http://www.standardparkingnw.com/locations/lot.asp?id=106,,N,TWO UNION SQUARE,0,,,,,"(47.61042518800008, -122.33206231199995)",
5230,581998,"4314 SW ALASKA ST, SEATTLE, WA   98116",30,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.56136659300006, -122.387891691)",
5231,644070,"1314 E PIKE ST, SEATTLE, WA   98122",10,,,,,,,,,,,,,,,,N,UNITED,0,,,,,"(47.614266695000026, -122.31483691199998)",
5232,625137,"1600 QUEEN ANNE AV N, SEATTLE, WA   98109",13,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.633832348000055, -122.35680062099999)",
5233,526383,"710 7TH AV S, SEATTLE, WA   98104",19,,,,,,,,,,,,,,,,Y,CITY PRODUCE CO LLC,0,,,,,"(47.59621696100004, -122.32338613599995)",
5234,8956,"1720 4TH AV S, SEATTLE, WA   98134",80,,,,,,,,,,,,,,,,Y,STERNOD ENTERPRISES INC,0,,,,,"(47.587517502000026, -122.32868928399995)",
5235,595345,"2401 3RD AV, SEATTLE, WA   98121",24,,,,,SURFACE LOT,,,,,2,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.615427089000036, -122.34650634099995)",
5236,596094,"936 N 34TH ST, SEATTLE, WA   98103",47,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.64918393900007, -122.34551848299998)",
5237,564868,"1220 HOWELL ST, SEATTLE, WA   98101",553,,6am-10pm,CLOSED,CLOSED,,11.75,13.75,,21.75,,,,,,,N,REPUBLIC,0,,,,,"(47.61769541500007, -122.33059737299999)",
5238,76137,"2801 WESTERN AV, SEATTLE, WA   98121",122,,,,,GARAGE,4,4,,12,1,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC,0,,,,,"(47.615657492000025, -122.35335081899996)",
5239,593936,"1421 HARVARD AV, SEATTLE, WA   98122",19,,,,,SURFACE LOT,,,,,,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.613437211000075, -122.32248552499999)",
5240,603660,"3821 S FERDINAND ST, SEATTLE, WA   98118",39,,,,,SURFACE LOT,,,,,,,,,,,N,COLUMBIA CITY,0,,,,,"(47.557518379000044, -122.28401209999998)",
5241,584041,"1900 9TH AV, SEATTLE, WA   98101",183,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61597659500006, -122.33448019999997)",
5242,625126,"4515 9TH AV NE, SEATTLE, WA   98105",42,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.66175191100007, -122.31873513799997)",
5243,578896,"1741 4TH AV S, SEATTLE, WA   98134",18,,,,,,,,,,,,,,,,Y,BUTLER,0,,,,,"(47.58682673000004, -122.32958299399996)",
5244,579513,"159 S JACKSON ST, SEATTLE, WA   98104",6,Butler Parking,,,,GARAGE,,,,,,Butler Parking,(206) 624-7168,,,,Y,BUTLER,0,,,,,"(47.59894684500006, -122.33247769999997)",
5245,521166,"901 5TH AV, SEATTLE, WA 98164",241,901 5th Avenue Garage,7am-7pm,11am-7pm,11am-7pm,GARAGE,8,12,,24,,Standard,(206) 622-3813,,http://www.standardparkingnw.com/locations/lot.asp?id=80,,N,901 4TH AVENUE GARAGE,0,,,,,"(47.60615637300003, -122.33164837299995)",
5246,6256,"720 SENECA ST, SEATTLE, WA   98101",10,,,,,,,,,,,,,,,,Y,EXETER HOUSE,0,,,,,"(47.60953837200003, -122.33025392799999)",
5247,626275,"105 14TH AV, SEATTLE, WA   98122",64,Yesler Place,,,,GARAGE,,,,,,United Parking Services,,,,,N,UNITED,0,,,,,"(47.60191478400003, -122.31438176999995)",
5248,596107,"1750 OCCIDENTAL AV S, SEATTLE, WA   98134",210,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.586957117000054, -122.33264908599995)",
5249,650859,"2724 6TH PL S, SEATTLE, WA   98134",40,,,,,,,,,,,,,,,,Y,,0,,,,,"(47.57912780100003, -122.32510490799996)",
5250,635468,"800 OLIVE WY, SEATTLE, WA   98101",7,,,,,SURFACE LOT,,,,,,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.61456971700005, -122.33323376099997)",
5251,548445,"221 6TH AV N, SEATTLE, WA   98109",28,,24 hours,24 hours,24 hours,,2,2,,15,,,,,,,N,IMPARK,0,,,,,"(47.62024373400004, -122.34538920499995)",
5252,644068,"501 E PINE ST, SEATTLE, WA   98122",20,,,,,,,,,,,,,,,,N,UNITED,0,,,,,"(47.61505463900005, -122.32535782999997)",
5253,614641,"2333 WESTERN AV, SEATTLE, WA   98121",22,,24 hours,24 hours,24 hours,,5,5,,10,,,,,,,N,REPUBLIC - MARS HILL CHURCH LOT,0,,,,,"(47.61317324000004, -122.34873220699995)",
5254,644160,"215 1ST AV W, SEATTLE, WA   98119",72,,,,,,,,,,,,,,,,N,REPUBLIC,0,,,,,"(47.62012865000003, -122.35843097799994)",
5255,637756,"601  N 59TH ST, SEATTLE, WA 98103",748,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.671651875000066, -122.35130711899996)",
5256,613589,"114 JAMES ST, SEATTLE, WA   98104",435,Butler Garage,6:30am - 10:00pm,10am - 2am,closed,GARAGE,4,11.5,,25,11,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,BUTLER GARAGE,12,N,6,OPEN,04/29/2016 08:42:21 PM +0000,"(47.602381345000026, -122.33307576899995)",G17
5257,593008,"220 6TH AV N, SEATTLE, WA   98109",28,,,,,SURFACE LOT,,,,,1,IMPARK,,,http://www2.impark.com/Pages/default.aspx?lang=en&region=seattle,,N,IMPARK,0,,,,,"(47.62055636100007, -122.34459721299999)",
5258,593010,"2117 6TH AV, SEATTLE, WA   98121",24,,24 hours,24 hours,24 hours,,5,5,,17,,,,,,,N,IMPARK,0,,,,,"(47.63830344000007, -122.36530234399999)",
5259,4598,"1110 BOYLSTON AV, SEATTLE, WA   98101",98,Seattle First Baptist Church,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.611805666000066, -122.32235782199996)",
5260,2000023,,152,AMAZON PHASE 1B #81866,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard,(206) 623-2727 EXT 225,,http://www.standardparkingnw.com/locations/lot.asp?id=178,,N,Standard,,,,,,"(47.624025576000065, -122.33808810299996)",
5261,2000016,,30,Analytical Resources #81879,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,Permit only,Permit only,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=176,,N,Standard,,,,,,"(47.621384662000025, -122.34012774499996)",
5262,2000002,,,,,,,,,,,,,,,,,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,,,,,"(47.56220642000005, -122.38581129599999)",
5263,2000001,,,,,,,,,,,,,,,,,,N,WEST SEATTLE JUNCTION ASSOCIATION,0,,,,,"(47.56258663300008, -122.38776427399995)",
5264,2000012,,104,9th & Republican #81074,Self park location,Self park location,Self park location,SURFACE LOT,4.9,14.65,14.65,14.65,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=3,,N,Standard,,,,,,"(47.62287193900005, -122.33939754)",
5265,2000025,,94,MERCER & WESTLAKE #81386,Self park location,Self park location,Self park location,SURFACE LOT,4.9,14.65,14.65,14.65,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=84,,N,Standard,,,,,,"(47.62394788700004, -122.33936886999999)",
5266,2000008,,371,AMAZON PHASE 3 #81876,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard,(206) 467-1810,,http://www.standardparkingnw.com/locations/lot.asp?id=183,,N,Standard,,,,,,"(47.62405688600006, -122.33556560199997)",
5267,2000024,,30,OLIVETTI #41181,Self park location,Self park location,Self park location,GARAGE,7,10,10,10,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=55,,N,Standard,,,,,,"(47.61450207200005, -122.32867742299999)",
5268,2000018,,115,City Light Lot #41841,Self park location,Self park location,Self park location,SURFACE LOT,3,10,10,10,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=35,,N,Standard,,,,,,"(47.61902212700005, -122.33262518999999)",
5269,2000022,,440,Lot 28,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,I P M,206-254-0811,,http://www.ipmseattle.com/locations.htm,,N,IPM,,,,,,"(47.59806522700006, -122.33477604999996)",
5270,2000006,,1050,,,,,,,,,,,,,,,,N,SEATTLE CENTER 5TH AVENUE NORTH,0,,,,,"(47.62264313700007, -122.34687083699998)",
5271,577626,"3010 1ST AV, SEATTLE, WA   98121",7,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.618136856000035, -122.35391009799997)",
5272,2000015,,784,AMAZON PHASE 4 #81877,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard,(206) 623-2727 EXT 225,,http://www.standardparkingnw.com/locations/lot.asp?id=185,,N,Standard,,,,,,"(47.62178438800004, -122.33618047899995)",
5273,2000020,,102,211 LENORA #81957,Self park location,Self park location,Self park location,GARAGE,Permit only,Permit only,Permit only,Permit only,,Standard,(206) 624-7040,,http://www.standardparkingnw.com/locations/lot.asp?id=184,,N,Standard,,,,,,"(47.61245502100007, -122.34237774199994)",
5274,593925,"4535 ROOSEVELT WY NE, SEATTLE, WA   98105",145,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.662721248000025, -122.31798419399996)",
5275,635160,"1370   STEWART ST, SEATTLE, WA 98109",24,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61953897600006, -122.33025336899999)",
5276,584186,"1800 TERRY AV, SEATTLE, WA   98101",17,,,,,SURFACE LOT,,,,,2,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.61591189000006, -122.33237989499997)",
5277,4544,"2625 3RD AV, SEATTLE, WA   98121",25,,,,,SURFACE LOT,,,,,,U-Park System,,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.61678928900005, -122.34890088699996)",
5278,635161,"251 6TH AV S, SEATTLE, WA   98104",24,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.600544995000064, -122.32673229399995)",
5279,552879,"1111 A COLUMBIA ST, SEATTLE, WA   98101",20,Invex Alley,24 hours,24 hours,24 hours,SURFACE LOT,,,,,,Central,(206) 386-2235,,http://www.parking.com/,,N,CPS - INVEX ALLEY,0,,,,,"(47.60818931600005, -122.32281568099995)",
5280,548442,"2231 6TH AV, SEATTLE, WA   98121",56,,24 hours,24 hours,24 hours,SURFACE LOT,5,5,,17,1,IMPARK,,,http://www2.impark.com/Pages/default.aspx?lang=en&region=seattle,,N,IMPARK,0,,,,,"(47.58291736700005, -122.32673252799998)",
5281,635168,"2413 3RD AV, SEATTLE, WA   98121",56,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61570325800005, -122.34703680599995)",
5282,96448,"800 CONVENTION PL, SEATTLE, WA   98101",805,CONVENTION CENTER,5:30am-12am,5:30am-12am,5:30am-12am,GARAGE,,,,,,,206-694-5000,,http://www.wsctc.com/about_us/directions_parking.aspx,,N,CONVENTION CENTER,4,Y,692,692,12/29/2015 08:50:12 PM +0000,"(47.611947660000055, -122.33167148199999)",G9
5283,608878,"2901 WESTERN AV, SEATTLE, WA   98121",51,,24 hours,24 hours,24 hours,,6,6,,22,,,,,,,N,REPUBLIC - OLYMPIC SCULPTURE PARK,0,,,,,"(47.61634486400004, -122.35385156899997)",
5284,76121,"1524 2ND AV, SEATTLE, WA   98101",28,,6pm - 6am,24 hours,24 hours,SURFACE LOT,6,6,,12,,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC,0,,,,,"(47.63312787800004, -122.35942972599997)",
5285,639537,"1110 ELLIOTT AV W, SEATTLE, WA   98119",13,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62913733000005, -122.37101825799999)",
5286,596087,"220 8TH AV N, SEATTLE, WA   98109",12,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62009814800007, -122.34071047699996)",
5287,625117,"133 1ST AV N, SEATTLE, WA   98109",28,,,,,SURFACE LOT,,,,,,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.619600268000056, -122.35589483399997)",
5288,561456,"409 UNION ST, SEATTLE, WA   98101",86,Rainier Square Garage,530am-12am,7am-12am,9am-12am,GARAGE,,8,,,,Standard,(206) 623-8572,,http://www.standardparkingnw.com/locations/,,N,RAINIER SQUARE,0,,,,,"(47.60896131800007, -122.33480675399994)",
5289,645735,"622 BROADWAY E, SEATTLE, WA   98102",18,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62494489900007, -122.32061088599994)",
5290,580356,"505 MADISON ST, SEATTLE, WA   98104",70,,,,,GARAGE,,,,,,Chinook Parking LLC,(206) 447-3352,,,,N,CHINOOK PARKING - COLLEGE CLUB,0,,,,,"(47.60647268200006, -122.33135009899996)",
5291,595347,"512 BROADWAY, SEATTLE, WA   98122",65,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.60672456300006, -122.32034564099996)",
5292,637243,"3020 NE 45TH ST, SEATTLE, WA   98105",15,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.66204924200008, -122.29544779499997)",
5293,605781,"1801 6TH AV, SEATTLE, WA   98101",34,,24 hours,24 hours,24 hours,SURFACE LOT,9,18,,24,1,IMPARK,,,http://www2.impark.com/Pages/default.aspx?lang=en&region=seattle,,N,IMPARK,0,,,,,"(47.61319434300003, -122.33695130199999)",
5294,644071,"314 NICKERSON ST, SEATTLE, WA   98109",15,,,,,,,,,,,,,,,,N,UNITED,0,,,,,"(47.64664759600004, -122.35035295999995)",
5295,52864,"4526 BROOKLYN AV NE, SEATTLE, WA   98105",72,,,,,,,,,,,,,,,,N,U-DISTRICT PARKING LOT,0,,,,,"(47.662412663000055, -122.31386144699997)",
5296,16048,"1531 WESTERN AV, SEATTLE, WA   98101",540,PIKE PLACE MARKET,,,,GARAGE,4,8,,,6,PIKE PLACE MARKET,206-774-5242,,http://www.pikeplacemarket.org/visitor_info/parking,,N,PUBLIC MARKET GARAGE,7,Y,380,,04/29/2016 08:43:00 PM +0000,"(47.60897866100004, -122.34213059099994)",G2
5297,635079,"1732 BROADWAY, SEATTLE, WA   98122",30,,24 hours,24 hours,24 hours,,5,5,,9,,,,,,,N,REPUBLIC - BONNEY WATSON BROADWAY,0,,,,,"(47.61732959900007, -122.32055287399999)",
5298,637591,"1420 E MADISON ST, SEATTLE, WA   98122",27,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61445207400004, -122.31333866399996)",
5299,185997,"1919 6TH AV S, SEATTLE, WA   98134",80,,,,,,,,,,,,,,,,Y,LMA PROPERTY MANAGEMENT,0,,,,,"(47.58454200800003, -122.32689592599996)",
5300,646200,"800 1ST AV, SEATTLE, WA   98104",289,,,,,,,,,,,,,,,,N,IPM,0,,,,,"(47.60369642300003, -122.33446744499997)",
5301,593919,"318 5TH AV N, SEATTLE, WA   98109",53,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.62167891200005, -122.34720176199994)",
5302,596070,"121 PONTIUS AV N, SEATTLE, WA   98109",117,,,,,,,,,,,,,,,,Y,,0,,,,,"(47.61913111500007, -122.33261408799996)",
5303,600948,"1221 1ST AV, SEATTLE, WA   98101",635,Harbor Steps Garage,6am-11pm,6am-11pm,6am-11pm,GARAGE,,,,,,United Parking Services,,,,,N,UNITED,0,,,,,"(47.60635476300007, -122.33816774899998)",
5304,625012,"301 8TH AV N, SEATTLE, WA   98109",68,8th & Harrison Lot,Self park location,Self park location,Self park location,SURFACE LOT,Permit only,Permit only,,Permit only,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=9,,N,8TH & THOMAS LOT,0,,,,,"(47.62103120200004, -122.34128201099998)",
5305,603197,"1501 4TH AV, SEATTLE, WA 98101",264,,7am-10pm,9am - 10pm,10am - 8pm,,8,12,,26,,,,,,,N,REPUBLIC,0,,,,,"(47.610221384000056, -122.33745328999998)",
5306,625020,"1401 NE BOAT ST, SEATTLE, WA   98105",13,Boat Street Marina #81586,Self park location,Self park location,Self park location,SURFACE LOT,18,18,,Up to 4 hours only,,Standard,(206) 381-8552,,http://www.standardparkingnw.com/locations/lot.asp?id=156,,N,BOAT STREET - LOT,0,,,,,"(47.65014690300006, -122.31280755499995)",
5307,596082,"520 PIKE ST, SEATTLE, WA   98101",260,Pike Tower Garage,5am-12am,5am - 2am,5am - 12am,GARAGE,8,14,,30,,Standard,(206) 442-4337,,http://www.standardparkingnw.com/locations/lot.asp?id=50,,N,520 PIKE TOWER GARAGE,0,,,,,"(47.61125279500004, -122.33493572799995)",
5308,308,"1110 BOYLSTON AV, SEATTLE, WA   98101",170,Polyclinic #93,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,POLYCLINIC PARKING,0,,,,,"(47.611805666000066, -122.32235782199996)",
5309,635080,"2003 NW 57TH ST, SEATTLE, WA   98107",14,,24 hours,24 hours,24 hours,,2,2,,4,,,,,,,N,REPUBLIC - BONNEY WATSON BALLARD,0,,,,,"(47.66997795900005, -122.38248750199995)",
5310,4573,"1930 MINOR AV, SEATTLE, WA   98101",85,Denny Minor Lot #69,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.618314111000075, -122.33262763799996)",
5311,633196,"714 E PIKE ST, SEATTLE, WA   98122",79,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61444501200003, -122.32271370399997)",
5312,593940,"325 1ST AV N, SEATTLE, WA 98109",60,,,,,SURFACE LOT,,,,,3,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.62192702100003, -122.35586324999997)",
5313,4559,"1000 N NORTHLAKE WY, SEATTLE, WA   98103",25,Freemont Lot #55,6am-6pm,Self park location,Self park location,SURFACE LOT,5,5,,7,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.64866167300005, -122.34509323999998)",
5314,624904,"682 S HOLGATE ST, SEATTLE, WA   98134",30,,,,,,,,,,,,,,,,Y,682 S HOLGATE ST,0,,,,,"(47.58698302000005, -122.32396596499996)",
5315,574487,"1106 SUMMIT AV, SEATTLE, WA   98114",242,,,,,,,,,,,,,,,,N,,,,,,,"(47.61118537300007, -122.32348762299995)",
5316,4600,"216 QUEEN ANNE AV N, SEATTLE, WA   98109",15,Seattle Center Lot #96,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.620439170000054, -122.35650148799999)",
5317,639443,"415 SENECA ST, SEATTLE, WA 98101",624,,,,,,,,,,,,,,,,N,ACE PARKING,0,,,,,"(47.60759773600006, -122.33344712999997)",
5318,593950,"2021 5TH AV, SEATTLE, WA   98121",52,,,,,SURFACE LOT,,,,,3,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.61399858400006, -122.34022363099996)",
5319,583622,"1522 14TH AV, SEATTLE, WA   98122",57,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61497011400007, -122.31382481299994)",
5320,52863,"4300 BROOKLYN AV NE, SEATTLE, WA   98105",15,,,,,SURFACE LOT,,,,,2,UDPA,,,,,N,U-DISTRICT PARKING LOT,0,,,,,"(47.66006003600006, -122.31402114599996)",
5321,593922,"4725 UNIVERSITY WY NE, SEATTLE, WA   98105",63,,,,,SURFACE LOT,,,,,,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.66382486200007, -122.31344706399994)",
5322,543207,"600 5TH AV S, SEATTLE, WA   98104",365,Uwajimaya Village,7am-10pm,6am-11pm,7am-11pm,GARAGE,7.5,15,,,,International,,,http://www.ipmseattle.com/locations.htm,,N,IPM,0,,,,,"(47.596984371000076, -122.32687407199995)",
5323,519369,"314 BELL ST, SEATTLE, WA   98121",21,,24 hours,24 hours,24 hours,,5,5,,12,,,,,,,N,REPUBLIC,0,,,,,"(47.61527106300008, -122.34458563799996)",
5324,637113,"1608 2ND AV, SEATTLE, WA   98101",175,,,,,SURFACE LOT,,,,,2,United Parking Services,,,,,N,UNITED,0,,,,,"(47.61094012700005, -122.33991162299998)",
5325,602972,"415 6TH AV, SEATTLE, WA   98104",824,Goat Hill Garage(#81250),5:30am-9:30pm,CLOSED,CLOSED,GARAGE,,,,,,Standard,(206) 652-0849,,http://www.standardparkingnw.com/locations/lot.asp?id=76,,N,GOAT HILL GARAGE,0,,,,,"(47.60330383300004, -122.32748477599995)",
5326,4505,"5 W HARRISON ST, SEATTLE, WA   98119",17,Queen Anne #100,6am-6pm,Self park location,Self park location,SURFACE LOT,5,5,,10,1,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.62192908000003, -122.35694682499997)",
5327,4595,"1140 BOYLSTON AV, SEATTLE, WA   98122",26,Capitol Hill Lot #91,Self park location,Self park location,Self park location,SURFACE LOT,,,,,,U-Park System,(206) 284-9797,,http://www.u-parksystem.com/locations/,,N,U-PARK,0,,,,,"(47.61216534700003, -122.32262134099994)",
5328,589589,"1601 5TH AV, SEATTLE, WA   98101",234,Westlake Center Garage,6am-11pm,8am-12am,10am-11pm,GARAGE,8,11.5,,28,,Standard,(206) 624-7040,,http://www.standardparkingnw.com/locations/lot.asp?id=77,,N,WESTLAKE CENTER,0,,,,,"(47.61192415100004, -122.33717163999995)",
5329,635154,"1701 BROADWAY, SEATTLE, WA   98122",36,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61676763400004, -122.32135293799996)",
5330,638431,"1915 1ST AV S, SEATTLE, WA   98134",15,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.58559801500007, -122.33485680599995)",
5331,572485,"1527 15TH AV, SEATTLE, WA 98112",32,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61506073400005, -122.31314916299999)",
5332,582102,"831 AIRPORT WY S, SEATTLE, WA   98134",55,Lot 35,,,,SURFACE LOT,,,,,,International,,,http://www.ipmseattle.com/locations.htm,,N,IPM,0,,,,,"(47.59474263100003, -122.32664900799995)",
5333,614869,"1000 DEXTER AV N, SEATTLE, WA   98109",576,,7am-7pm,CLOSED,CLOSED,,2,4,,13,,,,,,,N,IMPARK,0,,,,,"(47.62817059300005, -122.34212333799996)",
5334,561452,"1200 5TH AV, SEATTLE, WA   98101",158,IBM Garage,7am-1am,10am-1am,2pm-10:30pm,GARAGE,9,12,,35,,Standard,(206) 623-8572,,http://www.standardparkingnw.com/locations/lot.asp?id=111,,N,IBM BUILDING,0,,,,,"(47.60842002500004, -122.33305269299996)",
5335,524715,"515 MINOR AV, SEATTLE, WA   98104",298,First Hill Medical,7am-8pm,CLOSED,CLOSED,SURFACE LOT,,,,,2,Central,(206) 386-2230,,http://www.parking.com/,,N,CPS - FIRST HILL MEDICAL,0,,,,,"(47.60662539700007, -122.32156601499997)",
5336,625101,"200 4TH AV, SEATTLE, WA 98104",54,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.600548057000026, -122.32858722199995)",
5337,593945,"1717 BOYLSTON AV, SEATTLE, WA   98122",28,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61692276000008, -122.323762752)",
5338,524268,"4208 RAINIER AV S, SEATTLE, WA   98118",140,,,,,,,,,,,,,,,,N,SAVER FURNITURE,0,,,,,"(47.56514344300007, -122.28781106699995)",
5339,503540,"1740 1ST AV S, SEATTLE, WA   98134",56,,,,,,,,,,,,,,,,Y,FIRST AVENUE DELI,0,,,,,"(47.58705743400003, -122.33373065299998)",
5340,644069,"1532 13TH AV, SEATTLE, WA 98122",11,,,,,,,,,,,,,,,,N,UNITED,0,,,,,"(47.61511060600003, -122.31504656799996)",
5341,516204,"1300 HUBBELL PL, SEATTLE, WA   98101",630,FREEWAY PARK,6am-8pm,CLOSED,CLOSED,GARAGE,,,,,,,206-694-5000,,http://www.wsctc.com/about_us/directions_parking.aspx,,N,FREEWAY PARK,0,,,,,"(47.610958622000055, -122.330275084)",
5342,548440,"2120 5TH AV, SEATTLE, WA   98121",28,,24 hours,24 hours,24 hours,SURFACE LOT,5,5,,17,,IMPARK,,,http://www2.impark.com/Pages/default.aspx?lang=en&region=seattle,,N,IMPARK,0,,,,,"(47.61512788500005, -122.34098296499997)",
5343,570059,"74 S JACKSON ST, SEATTLE, WA   98104",160,,6:30am-7pm,CLOSED,CLOSED,,2,4,,18,,,,,,,N,IMPARK,0,,,,,"(47.59951320000005, -122.33514126399996)",
5344,645737,"1518 BROADWAY, SEATTLE, WA   98122",4,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61456987400004, -122.32043428599997)",
5345,593949,"1817 BOREN AV, SEATTLE, WA   98101",86,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61633659600005, -122.33219630899998)",
5346,76118,"1101 WESTERN AV, SEATTLE, WA   98101",132,,24 hours,24 hours,24 hours,SURFACE LOT,9.5,14.5,,23,1,REPUBLIC,,,http://www.rpnw.com/seattle/locations/default.asp,,N,REPUBLIC,0,,,,,"(47.60515678300004, -122.33869421599996)",
5347,584695,"220 W HARRISON ST, SEATTLE, WA   98119",37,,,,,SURFACE LOT,,,,,1,Diamond,,,http://diamondparking.com/locations/washington.aspx,,N,DIAMOND,0,,,,,"(47.62229685900007, -122.36037697699999)",
5348,583924,"811 WESTERN AV, SEATTLE, WA   98104",139,The Commuter Garage,6am-7pm,CLOSED,CLOSED,GARAGE,,,,,,United Parking Services,,,https://secure.diamondparking.com/monthlyParking/location.aspx?id=239,,N,UNITED,0,,,,,"(47.602978550000046, -122.336589861)",
5349,640020,"1400 BROADWAY, SEATTLE, WA   98122",4,,,,,,,,,,,,,,,,N,DIAMOND,0,,,,,"(47.61309156800007, -122.32044329099995)",
